category_id,segment,category,commodity
2491,Furniture And Furnishings,Accommodation Furniture,Furniture Bases Or Legs Or Leg Extensions
2492,Manufacturing Components And Supplies,Industrial Optics,External Lens Or Laser Windows
2493,Tools And General Machinery,Hand Tools,Pipe Bending Tools
2494,Building And Facility Construction And Maintenance Services,Specialized Trade Construction And Maintenance Services,Food Service Equipment Installation Service
2495,National Defense And Public Order And Security And Safety Services,Security And Personal Safety,Fingerprint Services
2496,Farming And Fishing And Forestry And Wildlife Machinery And Accessories,Agricultural And Forestry And Landscape Machinery And Equipment,Mowers
2497,Laboratory And Measuring And Observing And Testing Equipment,Measuring And Observing And Testing Instruments,Chemistry Quality Controls Or Calibrators Or Standards
2498,Medical Equipment And Accessories And Supplies,Physical And Occupational Therapy And Rehabilitation Products,Gait Training Walkers Or Bikers Or Exercisers Or Accessories
2499,Medical Equipment And Accessories And Supplies,Medical Facility Products,Clinical Examination Chairs Or Accessories
2500,Tools And General Machinery,Hand Tools,Electrician Kits
2501,Musical Instruments And Games And Toys And Arts And Crafts And Educational Equipment And Materials And Accessories And Supplies,Developmental And Professional Teaching Aids And Materials And Accessories And Supplies,Water Models
2502,Medical Equipment And Accessories And Supplies,Medical Sterilization Products,Sterilizer Sterilant Concentrate Or Cassette Or Cartridge
2503,Medical Equipment And Accessories And Supplies,Intravenous And Arterial Administration Products,Intravenous Or Arterial Line Poles Or Stands
2504,Defense And Law Enforcement And Security And Safety Equipment And Supplies,Personal Safety And Protection,Thermal Gloves
2505,Distribution And Conditioning Systems And Equipment And Components,Industrial Pumps And Compressors,Fire Pump Sets
2506,Distribution And Conditioning Systems And Equipment And Components,Fluid And Gas Distribution,Lubricated Plug Valves
2507,Building And Facility Construction And Maintenance Services,Specialized Trade Construction And Maintenance Services,Target Systems Installation Service
2508,Musical Instruments And Games And Toys And Arts And Crafts And Educational Equipment And Materials And Accessories And Supplies,Developmental And Professional Teaching Aids And Materials And Accessories And Supplies,Safety Or Hazardous Teaching Aids Or Materials
2509,Manufacturing Components And Supplies,Hardware,Spring Nuts
2510,Manufacturing Components And Supplies,Industrial Optics,Optical Breadboards
2511,Information Technology Broadcasting And Telecommunications,Components For Information Technology Or Broadcasting Or Telecommunications,Keyboard Or Mouse Cable
2512,Medical Equipment And Accessories And Supplies,Patient Exam And Monitoring Products,Patient Floor Scales
2513,Apparel And Luggage And Personal Care Products,Clothing,Mens Athletic Wear
2514,Mineral And Textile And Inedible Plant And Animal Materials,Non Edible Plant And Forestry Products,Cork
2515,Medical Equipment And Accessories And Supplies,Patient Exam And Monitoring Products,Exam Or Personal Lubricants Or Jellies
2516,Fuels And Fuel Additives And Lubricants And Anti Corrosive Materials,Lubricants And Oils And Greases And Anti Corrosives,Lubricating Soaps
2517,Mining And Well Drilling Machinery And Accessories,Mining And Quarrying Machinery And Equipment,Crane Vehicles
2518,Electrical Systems And Lighting And Components And Accessories And Supplies,Electrical Equipment And Components And Supplies,Hazardous Location Box
2519,Service Industry Machinery And Equipment And Supplies,Institutional Food Services Equipment,Commercial Use Conveyer Toasters
2520,Medical Equipment And Accessories And Supplies,Patient Care And Treatment Products And Supplies,Medical Suction Or Vacuum Appliances
2521,Laboratory And Measuring And Observing And Testing Equipment,Measuring And Observing And Testing Instruments,Floor Or Platform Scales
2522,Structures And Building And Construction And Manufacturing Components And Supplies,Exterior Finishing Materials,Gutters
2523,Furniture And Furnishings,Commercial And Industrial Furniture,Parts Or Accessories Panel Systems
2524,Resin And Rosin And Rubber And Foam And Film And Elastomeric Materials,Resins And Rosins And Other Resin Derived Materials,Polyvinylidene Fluoride
2525,Furniture And Furnishings,Accommodation Furniture,Panel Assemblies Or Sections
2526,Electrical Systems And Lighting And Components And Accessories And Supplies,Electrical Equipment And Components And Supplies,Ceiling Box
2527,Building And Facility Construction And Maintenance Services,Specialized Trade Construction And Maintenance Services,Commercial Wall Covering Construction Service
2528,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Packaging Materials,Packaging Trays
2529,Food Beverage And Tobacco Products,Dried Fruit,Dried Mariposa Plums
2530,Defense And Law Enforcement And Security And Safety Equipment And Supplies,Personal Safety And Protection,Hard Hats
2531,Industrial Manufacturing And Processing Machinery And Accessories,Metal Cutting Machinery And Accessories,Metal Cutting Band Saw Blade
2532,Chemicals Including Bio Chemicals And Gas Materials,Compounds And Mixtures,Proteins
2533,Medical Equipment And Accessories And Supplies,Medical Diagnostic Imaging And Nuclear Medicine Products,Medical Enteroclysis Catheters Or Catheters Kits
2534,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Material Handling Machinery And Equipment,Stackers
2535,Medical Equipment And Accessories And Supplies,Physical And Occupational Therapy And Rehabilitation Products,Cognitive Or Dexterity Or Perceptual Or Sensory Evaluation Or Testing Products
2536,Distribution And Conditioning Systems And Equipment And Components,Pipe Piping And Pipe Fittings,Stainless Steel Pipe Wye
2537,Drugs And Pharmaceutical Products,Agents Affecting Water And Electrolytes,Sterile Water For Injection
2538,Commercial And Military And Private Vehicles And Their Accessories And Components,Transportation Services Equipment,Electronic Control Suspension Ecs Simulation Tester
2539,Musical Instruments And Games And Toys And Arts And Crafts And Educational Equipment And Materials And Accessories And Supplies,Developmental And Professional Teaching Aids And Materials And Accessories And Supplies,History Resource Books
2540,Information Technology Broadcasting And Telecommunications,Software,Electronic Mail Software
2541,Medical Equipment And Accessories And Supplies,Independent Living Aids For The Physically Challenged,Bath Brushes Or Sponges Or Scrubbers For The Physically Challenged
2542,Manufacturing Components And Supplies,Hardware,Handles Or Knobs
2543,Cleaning Equipment And Supplies,Cleaning And Janitorial Supplies,General Purpose Cleaning Kits
2544,Laboratory And Measuring And Observing And Testing Equipment,Laboratory And Scientific Equipment,Complementary Deoxyribonucleic Acid Cdna Libraries
2545,Healthcare Services,Medical Practice,X Ray Laboratory Services
2546,Defense And Law Enforcement And Security And Safety Equipment And Supplies,Public Safety And Control,Barrier Tapes Or Chains
2547,Defense And Law Enforcement And Security And Safety Equipment And Supplies,Personal Safety And Protection,Heat Resistant Clothing
2548,Medical Equipment And Accessories And Supplies,Medical Diagnostic Imaging And Nuclear Medicine Products,Cushion Sets For Radiosurgical Helmets
2549,Commercial And Military And Private Vehicles And Their Accessories And Components,Transportation Components And Systems,Door Panels
2550,Power Generation And Distribution Machinery And Accessories,Power Sources,Oil Pan
2551,Commercial And Military And Private Vehicles And Their Accessories And Components,Motor Vehicles,Medical Examination And Treatment Bus
2552,Medical Equipment And Accessories And Supplies,Medical Sterilization Products,Powered Instrument Cleaning Devices Or Accessories
2553,Musical Instruments And Games And Toys And Arts And Crafts And Educational Equipment And Materials And Accessories And Supplies,Developmental And Professional Teaching Aids And Materials And Accessories And Supplies,Activity Or Resource Books For Working With Early Math Manipulatives
2554,Distribution And Conditioning Systems And Equipment And Components,Heating And Ventilation And Air Circulation,Plate Heat Exchanger
2555,Industrial Production And Manufacturing Services,Fibers And Textiles And Fabric Industries,Industrial Sewing Services
2556,Farming And Fishing And Forestry And Wildlife Contracting Services,Horticulture,Removal Services Or Ornamental Plant Or Bush Or Tree
2557,Printing And Photographic And Audio And Visual Equipment And Supplies,Audio And Visual Presentation And Composing Equipment,Table Top Lecterns
2558,Sports And Recreational Equipment And Supplies And Accessories,Field And Court Sports Equipment,Footballs
2559,Commercial And Military And Private Vehicles And Their Accessories And Components,Transportation Components And Systems,Removable Soft Roof Tops
2560,Medical Equipment And Accessories And Supplies,Wound Care Products,Ostomy Bag Covers
2561,Defense And Law Enforcement And Security And Safety Equipment And Supplies,Personal Safety And Protection,Protective Coveralls
2562,Medical Equipment And Accessories And Supplies,Patient Exam And Monitoring Products,Electrocardiography Ekg Monitor Accessory Kits
2563,Power Generation And Distribution Machinery And Accessories,Power Sources,Valve Guide
2564,Laboratory And Measuring And Observing And Testing Equipment,Laboratory And Scientific Equipment,Tray Dryers
2565,Office Equipment And Accessories And Supplies,Office Machines And Their Supplies And Accessories,Kit For Printer
2566,Printing And Photographic And Audio And Visual Equipment And Supplies,Audio And Visual Presentation And Composing Equipment,Film Projectors
2567,Musical Instruments And Games And Toys And Arts And Crafts And Educational Equipment And Materials And Accessories And Supplies,Developmental And Professional Teaching Aids And Materials And Accessories And Supplies,Welding Teaching Aids Or Materials
2568,Musical Instruments And Games And Toys And Arts And Crafts And Educational Equipment And Materials And Accessories And Supplies,Developmental And Professional Teaching Aids And Materials And Accessories And Supplies,Teacher Classroom Grading Books
2569,Industrial Manufacturing And Processing Machinery And Accessories,Mixers And Their Parts And Accessories,Roll Mixers
2570,Chemicals Including Bio Chemicals And Gas Materials,Additives,Acidic Polymer Breakers
2571,Cleaning Equipment And Supplies,Water And Wastewater Treatment Supply And Disposal,Odor Control Chemicals
